e93d6a6a-4d9a-45e1-84cf-bd70f8f6f537|http://www.python.org|2|10|10.2458701134|<urlopen error [Errno 101] Network is unreachable>
mp,2000,20,77.9825320244,80.6388189793,73.9679858685,85.6565518379,76.5330240726,
fa3e40ae-f2be-43c5-937e-726ead65c1de|http://bobhancock.org|2|10|9.66833305359|HTTP Error 503: Service Unavailable
mp,2000,21,71.9617841244,86.3188838959,82.6913709641,67.2863931656,71.4869799614,
4ba241d2-6c0f-48f3-93b0-5af2c845c546|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.372387886|timed out
mp,2000,22,70.7810161114,70.4971978664,74.7744231224,66.0951361656,71.1012589931,
mp,2000,23,68.0799489021,72.4786088467,73.0076720715,65.054942131,78.1941998005,
3b643c32-778b-49c6-8fc8-ac2bb8a71e3c|http://bobhancock.org|2|10|10.4897720814|HTTP Error 503: Service Unavailable
mp,2000,24,69.4043300152,72.4138360023,81.9026360512,78.7510178089,83.7943329811,
739cc70c-4486-4b73-9bd9-0cf3c75a2709|http://bobhancock.org|2|10|10.7361850739|timed out
01dacda2-fb1b-4edf-9bbc-dc8f4c8bf122|http://bobhancock.org|2|10|6.00190997124|HTTP Error 503: Service Unavailable
mp,2000,25,83.1330919266,78.0135200024,87.831827879,88.3757641315,83.876595974,
8b5030de-fb5e-4e9c-87c8-d8b06b929d6a|http://bobhancock.org|2|10|7.57500696182|HTTP Error 503: Service Unavailable
ac97554d-edf3-41e7-95f7-037ccbe6a241|http://rss.cnn.com/rss/cnn_allpolitics.rss|2|10|10.2866590023|timed out
mp,2000,26,82.0116488934,83.6987359524,82.8970348835,68.100153923,75.3459038734,
7908ad8b-95f2-42da-9bbd-f4a3900b0c1e|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.5666558743|timed out
mp,2000,27,70.30479002,73.2596440315,75.4958839417,70.8322629929,75.1702139378,
168e7fb1-1d23-4ead-86b8-7becaf9e3d7c|http://finance.yahoo.com/rss/headline?s=mhp|2|10|10.5899019241|timed out
mp,2000,28,71.604804039,74.0245630741,75.7005238533,65.2216980457,70.2823271751,
7a3d3253-5184-4183-ade6-da2805d68bd6|http://yahoo.com|2|10|12.2535979748|timed out
b324da53-c60e-4a87-b1d2-7819fbd2e483|http://yahoo.com|2|10|12.7761740685|<urlopen error timed out>
4d2fd17a-5778-4808-9adb-762c228faa47|http://eventlet.net/doc/design_patterns.html|2|10|10.2488629818|<urlopen error timed out>
mp,2000,30,72.2605690956,76.8013038635,78.6212339401,71.4397199154,77.8146669865,
